null	50	5 minuti	[0s  1s]	NaN	NaN	0
null	50	5 minuti	[1s  5s]	NaN	NaN	0
null	50	5 minuti	]5s  10s]	NaN	NaN	0
null	50	5 minuti	]10s  15s]	NaN	NaN	0
null	50	5 minuti	]15s  30s]	NaN	NaN	0
null	50	5 minuti	]30s  1m]	NaN	NaN	0
null	50	5 minuti	]1m  5m]	0.0	NaN	13
null	50	5 minuti	]5m  10m]	0.0	NaN	9
null	50	5 minuti	]10m  15m]	0.0	NaN	6
null	50	5 minuti	]15m  30m]	0.0	NaN	20
null	50	5 minuti	]30m  1h]	0.0	NaN	4
null	50	5 minuti	]1h  5h]	NaN	NaN	0
null	50	5 minuti	]5h  inf]	NaN	NaN	0
null	50	15 minuti	[0s  1s]	NaN	NaN	0
null	50	15 minuti	[1s  5s]	NaN	NaN	0
null	50	15 minuti	]5s  10s]	NaN	NaN	0
null	50	15 minuti	]10s  15s]	NaN	NaN	0
null	50	15 minuti	]15s  30s]	NaN	NaN	0
null	50	15 minuti	]30s  1m]	NaN	NaN	0
null	50	15 minuti	]1m  5m]	0.0	NaN	13
null	50	15 minuti	]5m  10m]	0.0	NaN	9
null	50	15 minuti	]10m  15m]	0.0	NaN	5
null	50	15 minuti	]15m  30m]	0.0	NaN	15
null	50	15 minuti	]30m  1h]	0.0	NaN	4
null	50	15 minuti	]1h  5h]	0.0	NaN	2
null	50	15 minuti	]5h  inf]	NaN	NaN	0
null	100	5 minuti	[0s  1s]	NaN	NaN	0
null	100	5 minuti	[1s  5s]	NaN	NaN	0
null	100	5 minuti	]5s  10s]	NaN	NaN	0
null	100	5 minuti	]10s  15s]	NaN	NaN	0
null	100	5 minuti	]15s  30s]	NaN	NaN	0
null	100	5 minuti	]30s  1m]	NaN	NaN	0
null	100	5 minuti	]1m  5m]	0.0	NaN	13
null	100	5 minuti	]5m  10m]	0.0	NaN	9
null	100	5 minuti	]10m  15m]	0.0	NaN	6
null	100	5 minuti	]15m  30m]	0.0	NaN	20
null	100	5 minuti	]30m  1h]	0.0	NaN	4
null	100	5 minuti	]1h  5h]	NaN	NaN	0
null	100	5 minuti	]5h  inf]	NaN	NaN	0
null	100	15 minuti	[0s  1s]	NaN	NaN	0
null	100	15 minuti	[1s  5s]	NaN	NaN	0
null	100	15 minuti	]5s  10s]	NaN	NaN	0
null	100	15 minuti	]10s  15s]	NaN	NaN	0
null	100	15 minuti	]15s  30s]	NaN	NaN	0
null	100	15 minuti	]30s  1m]	NaN	NaN	0
null	100	15 minuti	]1m  5m]	0.0	NaN	13
null	100	15 minuti	]5m  10m]	0.0	NaN	9
null	100	15 minuti	]10m  15m]	0.0	NaN	5
null	100	15 minuti	]15m  30m]	0.0	NaN	15
null	100	15 minuti	]30m  1h]	0.0	NaN	4
null	100	15 minuti	]1h  5h]	0.0	NaN	2
null	100	15 minuti	]5h  inf]	NaN	NaN	0
null	500	5 minuti	[0s  1s]	NaN	NaN	0
null	500	5 minuti	[1s  5s]	NaN	NaN	0
null	500	5 minuti	]5s  10s]	NaN	NaN	0
null	500	5 minuti	]10s  15s]	NaN	NaN	0
null	500	5 minuti	]15s  30s]	NaN	NaN	0
null	500	5 minuti	]30s  1m]	NaN	NaN	0
null	500	5 minuti	]1m  5m]	0.0	NaN	13
null	500	5 minuti	]5m  10m]	0.0	NaN	9
null	500	5 minuti	]10m  15m]	0.0	NaN	6
null	500	5 minuti	]15m  30m]	0.0	NaN	20
null	500	5 minuti	]30m  1h]	0.0	NaN	4
null	500	5 minuti	]1h  5h]	NaN	NaN	0
null	500	5 minuti	]5h  inf]	NaN	NaN	0
null	500	15 minuti	[0s  1s]	NaN	NaN	0
null	500	15 minuti	[1s  5s]	NaN	NaN	0
null	500	15 minuti	]5s  10s]	NaN	NaN	0
null	500	15 minuti	]10s  15s]	NaN	NaN	0
null	500	15 minuti	]15s  30s]	NaN	NaN	0
null	500	15 minuti	]30s  1m]	NaN	NaN	0
null	500	15 minuti	]1m  5m]	0.0	NaN	13
null	500	15 minuti	]5m  10m]	0.0	NaN	9
null	500	15 minuti	]10m  15m]	0.0	NaN	5
null	500	15 minuti	]15m  30m]	0.0	NaN	15
null	500	15 minuti	]30m  1h]	0.0	NaN	4
null	500	15 minuti	]1h  5h]	0.0	NaN	2
null	500	15 minuti	]5h  inf]	NaN	NaN	0
